slug,positions,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
achiupr01,CENTER,14.3,0.523,0.2673333333333333,0.257,10.1,22.73333333333333,16.1,9.233333333333333,1.4,2.433333333333333,12.0,19.7,0.4000000000000001,1.3,1.7,0.0703333333333333,-1.6,-0.5333333333333333,-2.1666666666666665,-0.1,539,1177,98,311,189,297,296,641,176,84,83,172,293,1365
achiupr01,POWER FORWARD,14.35,0.5569999999999999,0.0855,0.358,12.4,20.25,16.35,6.15,1.3,4.2,13.8,16.75,0.75,1.4,2.15,0.1035,-2.75,0.0,-2.75,-0.1,281,527,13,51,101,180,214,345,82,50,84,97,194,676
adebaba01,CENTER,19.666666666666668,0.5991666666666666,0.0203333333333333,0.4403333333333334,8.45,24.200000000000003,16.3,17.400000000000002,1.7166666666666668,2.733333333333333,14.133333333333333,21.75,3.5666666666666664,3.35,6.933333333333334,0.1641666666666666,0.7833333333333332,1.5833333333333333,2.333333333333333,2.3000000000000003,2448,4486,21,90,1450,1888,905,2635,1339,427,343,853,1024,6367
agbajoc01,SHOOTING GUARD,8.233333333333333,0.515,0.512,0.1516666666666666,4.8,8.6,6.7,7.0,1.1333333333333333,1.9,11.266666666666666,14.466666666666669,0.1333333333333333,0.3333333333333333,0.4666666666666667,0.016,-3.0666666666666664,-1.1333333333333333,-4.166666666666667,-0.4333333333333333,521,1252,205,650,130,181,191,362,233,110,103,169,333,1377
aldamsa01,POWER FORWARD,12.4,0.5273333333333333,0.4686666666666667,0.223,6.5,17.933333333333334,12.066666666666668,9.533333333333331,1.1333333333333335,2.733333333333333,9.8,17.433333333333334,0.8000000000000002,1.6,2.433333333333333,0.0813333333333333,-1.7333333333333334,-0.1,-1.8,0.5,547,1225,206,618,182,263,190,620,256,94,112,145,268,1482
alexani01,SHOOTING GUARD,10.8,0.5222857142857144,0.5514285714285714,0.172,1.842857142857143,11.828571428571427,6.885714285714286,16.257142857142856,1.6571428571428573,1.8285714285714287,12.985714285714286,19.95714285714286,-0.0428571428571428,0.8714285714285713,0.8571428571428571,0.0435714285714285,-1.9142857142857144,0.0714285714285714,-1.8428571428571427,0.1142857142857143,1294,3212,585,1681,367,506,161,810,923,284,160,495,670,3540
allengr01,SHOOTING GUARD,11.85,0.6018333333333333,0.6288333333333334,0.218,1.8666666666666665,9.783333333333331,5.883333333333333,10.166666666666666,1.1833333333333331,0.8500000000000001,10.483333333333334,17.183333333333334,2.033333333333333,1.3,3.35,0.0916666666666666,-0.5666666666666667,-0.4333333333333333,-1.0,0.7166666666666667,1197,2651,706,1714,470,543,171,851,675,239,93,324,541,3570
allenja01,CENTER,20.3375,0.667875,0.027125,0.511375,11.55,24.425,18.0625,8.525,1.0375,4.1,13.4375,16.6625,4.3,2.5875,6.8875,0.19225,1.2125,0.7625,1.975,1.7625,2758,4384,25,130,1450,2043,1599,3473,896,326,720,770,1082,6991
allenti01,SMALL FORWARD,0.8,0.272,0.304,0.087,3.4,11.8,7.4,5.4,1.6,0.0,7.7,8.9,-0.2,0.1,-0.1,-0.041,-10.3,-0.7,-11.1,-0.3,6,23,0,7,1,2,4,13,5,4,0,2,18,13
alvarjo01,POINT GUARD,13.566666666666668,0.5283333333333333,0.493,0.165,2.766666666666667,10.333333333333334,6.533333333333334,20.7,3.1666666666666665,0.9666666666666668,11.466666666666669,18.5,0.5666666666666668,1.4333333333333331,2.0,0.0946666666666666,-1.3333333333333333,1.5333333333333332,0.1999999999999999,0.5333333333333333,474,1128,193,564,136,185,78,291,455,197,32,161,287,1277
anderky01,POWER FORWARD,14.775,0.5449999999999999,0.238,0.27375,3.875,17.75,10.825,20.525,2.125,2.625,13.45,15.9,1.95,2.725,4.675,0.1255,-0.225,2.25,2.025,1.825,968,2055,184,523,408,562,247,1158,1099,310,212,351,502,2528
antetgi01,POWER FORWARD,30.042857142857144,0.625,0.16,0.5475714285714286,7.071428571428571,29.485714285714284,18.65714285714285,30.642857142857142,1.6285714285714286,3.157142857142857,13.0,34.31428571428571,7.685714285714285,4.071428571428571,11.757142857142856,0.2504285714285714,6.471428571428571,2.9285714285714284,9.4,6.471428571428571,5007,8879,403,1394,3348,4857,1019,4520,2719,545,576,1643,1445,13765
antetth01,POWER FORWARD,6.1,0.488,0.1035,0.2724999999999999,6.5,9.15,7.85,11.6,1.4500000000000002,1.7000000000000002,24.45,13.15,-0.15,0.15,0.05,0.0059999999999999,-6.6,-0.4,-7.0,-0.25,36,76,0,9,11,24,22,35,32,10,7,26,46,83
anthoco01,POINT GUARD,14.05,0.5325,0.35975,0.26975,3.025,16.325,9.625,23.95,1.275,1.475,13.375,23.65,0.5,1.75,2.225,0.06225,-0.6,-0.1999999999999999,-0.7749999999999999,0.5750000000000001,1185,2837,358,1044,657,772,181,987,1032,177,103,493,602,3385
anunoog01,SMALL FORWARD,12.925,0.5825,0.469875,0.17225,3.8875,12.0,7.8875,7.9875,2.0625,1.725,11.3,17.0625,1.25,1.8625,3.1,0.094125,-0.7,0.625,-0.0875,0.8125,2175,4571,794,2106,590,791,499,1495,774,595,260,628,1120,5734
arcidry01,POINT GUARD,5.9375,0.4445,0.68125,0.09175,0.6625,12.8875,6.7125,13.8125,1.725,0.0625,16.675,10.3625,0.475,0.3,0.775,0.0245,-5.5,0.525,-4.975,-0.1,367,888,189,514,134,166,53,414,510,127,7,142,376,1057
avdijde01,SMALL FORWARD,11.325,0.54575,0.41975,0.251,3.25,21.175,12.275,12.45,1.375,1.35,12.925,16.3,0.575,1.7,2.275,0.0565,-2.3,0.275,-2.0,0.0499999999999999,1039,2273,292,894,456,619,232,1482,727,216,124,403,724,2826
aytonde01,CENTER,20.25,0.6148333333333333,0.0206666666666666,0.1933333333333333,10.95,27.03333333333333,18.9,8.616666666666667,1.1333333333333335,2.766666666666667,11.35,21.416666666666668,3.35,2.4333333333333336,5.783333333333334,0.1493333333333333,1.1333333333333333,-0.1666666666666666,0.9666666666666668,1.3666666666666665,2640,4458,22,90,664,872,1095,2666,585,261,341,619,963,5966
azubuud01,CENTER,14.075,0.68075,0.0,0.5445,9.85,22.725,16.474999999999998,1.975,0.6,4.725,16.725,12.8,0.2499999999999999,0.225,0.475,0.1275,-2.875,0.625,-2.25,0.025,116,153,0,0,24,54,64,171,14,9,36,37,85,256
badjiib01,CENTER,8.1,0.623,0.0,0.545,9.4,16.3,12.6,7.7,0.7,8.0,35.5,8.0,0.0,0.2,0.2,0.046,-7.7,1.9,-5.8,-0.2,14,22,0,0,6,12,20,31,13,3,20,15,46,34
baglema01,CENTER,17.875,0.58975,0.10325,0.273,11.375,20.425,15.8,6.775,0.875,2.825,10.375,22.05,0.825,0.425,1.275,0.097,-1.1102230246251563e-16,-1.35,-1.325,0.15,758,1365,41,134,298,391,383,607,156,65,108,182,286,1855
baileam01,POINT GUARD,9.7,0.425,0.333,0.292,10.1,5.3,7.8,15.2,2.3,0.0,12.9,21.1,-0.1,0.0,-0.1,-0.044,-5.2,-3.1,-8.3,-0.1,8,24,1,8,6,7,6,3,7,3,0,4,2,23
baldwpa01,SMALL FORWARD,10.5,0.524,0.6985,0.118,2.05,21.05,11.5,7.25,1.5,2.05,9.6,19.35,-0.2,0.4,0.15,0.024,-2.35,-1.0,-3.35,-0.15,102,264,63,181,23,34,18,145,40,24,19,30,70,290
ballla01,POINT GUARD,18.975,0.5487500000000001,0.459,0.21375,4.3,16.299999999999997,10.175,37.85,2.4,0.925,15.225,29.65,1.4,1.525,2.875,0.08775,2.85,-0.125,2.725,1.775,1310,3070,526,1406,529,634,242,905,1364,286,63,602,570,3675
bambamo01,CENTER,15.900000000000002,0.5607142857142857,0.4185714285714285,0.2364285714285714,10.385714285714286,26.4,18.32857142857143,7.528571428571429,0.9857142857142858,6.6571428571428575,12.842857142857143,17.771428571428572,0.7571428571428571,1.3285714285714287,2.1,0.1154285714285714,-1.6,0.8571428571428571,-0.7714285714285715,0.4142857142857142,1018,2127,324,888,286,422,581,1479,334,136,472,297,798,2646
banchpa01,POWER FORWARD,16.1,0.5375000000000001,0.2515,0.4365,3.65,19.65,11.6,21.2,1.25,1.55,12.9,28.6,0.5,3.3,3.85,0.0685,0.3,-0.35,-0.0999999999999999,1.2999999999999998,1119,2529,204,636,799,1093,166,885,700,131,86,447,313,3241
banede01,SHOOTING GUARD,16.85,0.59675,0.47875,0.1659999999999999,2.325,13.075,7.6,18.525,1.525,1.125,10.375,23.450000000000003,2.85,1.9,4.75,0.12475,2.075,-0.025,2.05,1.85,1552,3315,648,1561,501,570,156,864,810,232,89,408,591,4253
bantoda01,POINT GUARD,12.2,0.486,0.3415,0.2545,5.3,14.6,9.725,18.375,1.825,2.3,14.25,21.525,-0.2,0.525,0.325,0.04325,-2.3000000000000003,0.175,-2.125,0.0249999999999999,542,1332,146,500,231,308,131,394,389,107,63,225,230,1461
barlodo01,POWER FORWARD,13.5,0.5575,0.0635,0.3315,11.7,16.65,14.1,9.65,1.2999999999999998,3.3,9.9,12.7,0.6,0.3,0.9,0.104,-2.7,-0.45,-3.15,-0.15,102,199,3,13,47,67,91,124,60,22,33,24,103,254
barneha02,POWER FORWARD,14.45,0.5855,0.378,0.342875,3.275,13.425,8.2875,8.5625,1.0,0.475,8.4625,20.05,3.2375,1.325,4.575,0.09025,0.5125,-1.2875,-0.775,0.7375,3222,6997,943,2488,1923,2316,583,2273,1103,397,99,731,764,9310
barnesc01,SHOOTING GUARD,19.5,0.566,0.314,0.266,7.3,18.9,13.0,26.2,1.7,3.7,13.6,24.8,2.3,2.0,4.3,0.098,2.9,0.8,3.7,3.0,447,942,101,296,196,251,141,353,363,75,88,165,118,1191
barrerj01,SHOOTING GUARD,13.82,0.5392,0.2948,0.3202,2.9799999999999995,14.919999999999998,8.879999999999999,14.26,1.0,0.9,11.22,25.38,0.2799999999999999,1.44,1.72,0.0508,-0.76,-1.36,-2.1,-0.12,2141,4723,488,1396,1068,1504,284,1407,947,201,96,679,747,5838
bassech01,CENTER,19.33333333333333,0.6856666666666666,0.0563333333333333,0.2263333333333333,14.133333333333333,26.9,20.433333333333334,11.166666666666666,1.6333333333333335,7.133333333333333,20.2,14.533333333333331,0.4666666666666666,0.4333333333333333,0.9333333333333332,0.1663333333333333,-0.9333333333333332,2.1666666666666665,1.2333333333333334,0.2333333333333333,146,222,3,13,36,55,120,211,75,29,67,64,137,331
batesem01,SMALL FORWARD,2.6,0.404,0.673,0.082,0.9,10.9,5.9,10.0,0.4,1.4,13.6,19.5,-0.4,0.1,-0.3,-0.092,-6.2,-3.0,-9.2,-0.2,15,49,10,33,1,4,1,13,10,1,2,8,5,41
bateske01,SMALL FORWARD,11.8,0.5496666666666666,0.315,0.2856666666666667,4.366666666666666,15.266666666666666,9.766666666666667,5.4,1.7166666666666668,2.466666666666667,9.266666666666667,14.266666666666666,0.2166666666666666,0.4333333333333333,0.6166666666666667,0.0775,-2.033333333333333,-0.2833333333333332,-2.316666666666667,-0.05,383,832,80,271,150,204,153,447,146,108,81,99,178,996
batumni01,POWER FORWARD,11.15,0.577,0.7807499999999999,0.07725,2.85,14.6,8.825,10.225,1.9,3.375,11.1,10.2,1.225,1.4,2.6500000000000004,0.10475,-0.7749999999999999,2.0500000000000003,1.275,0.8,571,1280,378,957,89,128,231,818,477,208,162,170,447,1609
bazleda01,POWER FORWARD,9.04,0.4406,0.3097999999999999,0.2259999999999999,3.22,17.46,10.32,9.92,1.06,2.44,20.68,15.26,-0.6199999999999999,1.04,0.44,0.0034,-3.08,-0.12,-3.2,-0.14,708,1716,216,712,305,434,168,966,251,122,150,273,189,1937
bealbr01,SHOOTING GUARD,19.355555555555554,0.5785555555555555,0.3293333333333333,0.266,2.8777777777777778,10.422222222222222,6.677777777777778,23.066666666666663,1.5,1.0777777777777775,11.788888888888888,28.77777777777778,3.611111111111111,1.4222222222222225,5.044444444444444,0.1067777777777777,3.111111111111111,-1.1333333333333333,2.0,2.2666666666666666,4875,10283,1280,3467,2334,2816,501,1843,2663,627,246,1498,1267,13364
beaslma01,SHOOTING GUARD,12.16,0.5519000000000001,0.5861,0.1054,2.07,11.37,6.709999999999999,8.620000000000001,1.42,0.4599999999999999,8.32,20.13,0.77,0.76,1.54,0.0556,-0.39,-1.13,-1.51,0.2299999999999999,2565,6102,1476,3883,436,546,255,1574,849,419,79,538,838,7042
beaucma01,SMALL FORWARD,8.95,0.5525,0.518,0.1605,5.0,12.3,8.7,6.7,1.2,0.9,14.0,16.45,-0.1,0.65,0.55,0.0415,-3.2,-0.75,-4.0,-0.35,177,409,77,217,46,65,60,154,66,34,14,72,125,477
bernaju01,SHOOTING GUARD,12.7,0.544,0.453,0.141,7.0,11.8,9.3,15.4,0.9,0.5,10.5,21.5,0.0,0.0,0.1,0.026,-0.6,-2.5,-3.0,0.0,29,64,11,29,5,9,10,16,16,3,1,8,14,74
bertada01,POWER FORWARD,12.63,0.6007,0.8162,0.1881,1.98,12.48,7.229999999999999,7.6,1.23,1.7899999999999998,6.970000000000001,16.630000000000003,1.17,0.7,1.86,0.1072,0.45,-0.42,0.04,0.47,1377,3319,1038,2664,470,541,168,1169,514,248,191,287,911,4262
beverpa01,POINT GUARD,12.1625,0.54625,0.571,0.204625,3.9875,13.7875,8.95,17.9375,1.8125,2.1375,13.075,13.7625,1.5375,1.3,2.875,0.108375,-0.775,1.3375,0.5750000000000001,0.8625,1232,2945,602,1624,475,631,415,1433,1566,420,252,497,1256,3541
beysa01,SMALL FORWARD,13.84,0.5592,0.5486000000000001,0.2397999999999999,5.2,14.38,9.66,8.620000000000001,1.38,0.48,6.92,19.14,1.88,1.06,2.94,0.0854,0.7,-1.26,-0.5599999999999999,0.58,1725,4196,801,2264,914,1080,513,1381,656,316,67,352,572,5165
bitadgo01,CENTER,16.3,0.5711666666666667,0.2506666666666666,0.3386666666666666,12.083333333333334,18.25,15.133333333333333,10.466666666666669,1.3833333333333335,6.333333333333333,12.9,16.666666666666668,0.75,0.7833333333333333,1.5333333333333332,0.1291666666666666,-1.4833333333333332,1.2,-0.3,0.25,548,1055,65,267,236,359,395,598,272,104,263,179,501,1397
bitimon01,SHOOTING GUARD,5.0,0.464,0.524,0.06,2.5,11.1,6.7,6.5,0.6,0.8,10.4,15.8,-0.3,0.1,-0.1,-0.027,-5.4,-2.0,-7.4,-0.4,32,84,12,44,4,5,6,26,13,3,2,10,24,80
biyombi01,CENTER,13.4,0.5725,0.001,0.5365,10.65,22.42,16.48,6.5200000000000005,0.72,5.15,16.86,13.39,0.95,1.36,2.32,0.105,-3.02,0.5900000000000001,-2.4400000000000004,-0.06,1253,2268,0,3,680,1213,1097,2340,518,155,671,563,1307,3186
blackan01,POINT GUARD,8.4,0.56,0.381,0.324,3.3,10.8,7.0,10.6,1.5,1.7,16.6,12.7,0.1,1.5,1.6,0.067,-3.8,0.8,-3.0,-0.3,115,247,37,94,49,80,33,106,91,35,21,56,110,316
blackle01,SMALL FORWARD,11.5,0.589,0.385,0.288,3.5,15.9,9.5,11.4,1.4,3.6,9.3,10.1,0.3,0.2,0.5,0.084,-2.6,0.3,-2.4,0.0,25,52,9,20,10,15,9,39,24,8,11,6,19,69
boehebu01,SMALL FORWARD,4.8,0.398,0.894,0.2095,3.15,7.3,5.15,5.3,0.55,0.5,0.0,15.1,-0.05,0.0,-0.05,-0.022,-4.1,-2.4,-6.5,-0.1,14,56,12,50,10,12,5,11,7,2,1,0,11,50
bogdabo01,SHOOTING GUARD,14.957142857142856,0.5691428571428572,0.5388571428571428,0.1415714285714285,1.8,11.214285714285714,6.442857142857143,16.714285714285715,1.7285714285714284,0.8285714285714285,9.928571428571429,21.357142857142858,2.1142857142857143,1.1857142857142855,3.2857142857142856,0.0884285714285714,1.042857142857143,-0.4714285714285714,0.5857142857142857,1.1142857142857143,2395,5471,1128,2935,672,797,222,1298,1470,464,117,645,943,6590
bogdabo02,POWER FORWARD,15.733333333333333,0.6086666666666667,0.4636666666666666,0.2896666666666667,2.2,11.033333333333331,6.6000000000000005,11.5,0.9666666666666668,0.2666666666666666,11.233333333333334,24.766666666666666,2.4,0.7666666666666667,3.1666666666666665,0.0833333333333333,1.5,-1.9666666666666668,-0.4333333333333333,0.8333333333333334,1051,2235,412,1028,572,667,107,506,343,91,13,316,286,3086
bogdabo02,SMALL FORWARD,13.5125,0.587125,0.46225,0.257875,1.875,11.525,6.75,8.175,0.8875000000000001,0.2375,11.6625,22.2625,1.95,1.225,3.2,0.079625,0.0625,-1.65,-1.5625,0.4,2936,6458,1152,2939,1487,1715,261,1749,894,307,40,942,941,8511
bolbo01,POWER FORWARD,14.080000000000002,0.6038,0.2925999999999999,0.2306,5.08,21.14,13.24,7.42,0.92,4.98,16.14,19.02,0.16,0.6599999999999999,0.82,0.0728,-1.4,0.06,-1.38,0.16,408,742,66,202,117,157,110,495,104,46,128,158,163,999
boldema01,CENTER,13.125,0.307,0.01,0.70675,5.125,44.925,25.075000000000003,1.225,5.225,2.9,8.4,5.975,0.05,0.025,0.075,0.1455,-4.85,3.45,-1.4249999999999998,0.0,35,53,0,2,11,16,23,53,8,9,16,8,21,81
bookede01,POINT GUARD,21.9,0.611,0.32,0.35,2.7,11.1,7.1,31.2,1.2,1.0,10.6,29.8,7.2,2.0,9.2,0.181,4.0,-1.0,3.0,3.1,642,1305,152,418,405,457,56,252,472,61,28,178,206,1841
bostobr01,SMALL FORWARD,11.05,0.4955,0.2804999999999999,0.258,4.800000000000001,10.35,7.65,8.95,1.7000000000000002,1.05,10.0,25.95,-0.3,0.25,-0.0499999999999999,0.0,-3.85,-1.7000000000000002,-5.6,-0.3,116,283,26,81,52,71,26,56,33,20,8,36,61,310
bouchch01,POWER FORWARD,6.925,0.4445,0.56925,0.23475,7.825,42.525,26.55,2.275,1.075,4.824999999999999,6.0,25.7,1.1,0.75,1.85,-0.1075,-5.375,-2.7,-8.075000000000001,0.25,405,823,105,321,212,275,235,450,54,67,112,76,242,1127
bouknja01,SHOOTING GUARD,10.733333333333334,0.5063333333333334,0.5483333333333333,0.1413333333333333,3.5,11.833333333333334,7.599999999999999,11.733333333333334,1.0,0.7666666666666666,8.933333333333334,22.366666666666664,-0.2666666666666666,0.1666666666666666,-0.1,0.0076666666666666,-1.4666666666666668,-2.333333333333333,-3.8,-0.3,136,375,63,188,48,63,31,102,73,22,7,49,81,383
bouyeja01,POINT GUARD,1.7999999999999998,0.391,0.47725,0.0385,2.05,16.275,9.1,9.675,1.075,0.775,15.625,12.475,-0.1,0.025,-0.075,-0.0735,-10.025,-0.5999999999999999,-10.6,-0.05,32,84,6,30,2,4,8,42,30,10,4,26,32,72
branhma01,POINT GUARD,8.7,0.526,0.427,0.1,1.9,8.2,5.0,14.0,0.8,0.4,12.2,19.8,-0.9,0.6,-0.3,-0.008,-3.4,-2.2,-5.6,-1.5,271,628,93,268,55,63,28,120,156,27,8,91,94,690
braunch01,SHOOTING GUARD,11.2,0.5609999999999999,0.336,0.249,5.1,13.7,9.5,8.3,1.5,1.55,9.55,14.35,1.1,1.6,2.65,0.0895,-2.1,-0.05,-2.15,-0.05,365,772,97,260,133,198,127,360,191,83,52,90,238,960
bridgmi01,SMALL FORWARD,14.033333333333331,0.6006666666666667,0.4318333333333333,0.219,3.016666666666667,10.933333333333332,6.933333333333334,11.05,1.85,1.6166666666666665,9.183333333333334,16.383333333333333,3.266666666666667,2.35,5.616666666666667,0.1118333333333333,0.2333333333333333,0.5833333333333334,0.7833333333333333,1.7166666666666668,2228,4632,745,1987,853,1019,396,1431,1139,549,258,510,861,6054
bridgmi02,SMALL FORWARD,13.533333333333331,0.5413333333333333,0.387,0.1663333333333333,3.9333333333333336,17.233333333333334,10.4,10.7,1.2666666666666666,1.9666666666666668,9.5,19.933333333333334,0.7999999999999999,1.4,2.2333333333333334,0.054,-0.7333333333333334,-0.7333333333333334,-1.4666666666666668,0.2666666666666666,1115,2474,321,950,338,419,226,964,440,160,130,283,361,2889
brissos01,SMALL FORWARD,12.4,0.539,0.44025,0.3935,7.95,16.325,12.175,6.675,1.5,1.625,9.525,15.6,0.825,0.65,1.4500000000000002,0.102,-1.7999999999999998,-0.4,-2.175,0.0249999999999999,362,846,134,385,222,322,207,452,141,86,58,91,220,1080
brockiz01,POINT GUARD,26.6,0.4,0.2,0.0,37.6,36.7,37.1,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,-0.177,-9.2,-8.5,-17.8,0.0,2,5,0,1,0,0,1,1,0,0,0,0,0,4
brogdma01,POINT GUARD,17.183333333333334,0.5686666666666667,0.3601666666666667,0.2321666666666666,2.766666666666667,13.316666666666668,8.016666666666667,25.85,1.2166666666666666,0.7333333333333334,11.033333333333331,23.433333333333334,2.5,1.15,3.6666666666666665,0.1146666666666666,2.1666666666666665,-0.5,1.633333333333333,1.4,1829,3998,554,1447,792,915,230,1095,1536,227,78,547,574,5004
brookar01,POINT GUARD,8.45,0.4425,0.8214999999999999,0.048,6.25,11.15,8.6,8.95,1.4,1.4,7.65,16.35,-0.05,0.15,0.1,0.0245,-2.5,-1.25,-3.7,-0.05,26,84,21,68,3,4,15,25,18,8,4,7,17,76
brookdi01,SMALL FORWARD,10.633333333333333,0.5171666666666667,0.3731666666666666,0.1996666666666666,2.716666666666667,8.916666666666666,5.75,10.533333333333331,1.6166666666666665,0.8166666666666668,10.2,22.28333333333333,-0.0333333333333333,1.4333333333333331,1.4166666666666667,0.0386666666666666,-3.033333333333333,-0.8333333333333334,-3.883333333333333,-0.75,1769,4210,559,1634,639,798,238,838,704,326,81,504,1106,4736
brownbr01,SHOOTING GUARD,9.55,0.5185,0.309,0.226,3.2,12.8,7.95,10.55,1.5499999999999998,1.35,11.2,14.1,0.4,1.1,1.5,0.061,-3.0500000000000003,0.25,-2.8,-0.3,274,628,57,194,112,142,73,266,191,75,44,87,259,717
brownbr01,POINT GUARD,12.966666666666669,0.5596666666666666,0.1963333333333333,0.2556666666666666,5.5,15.033333333333331,10.3,14.833333333333334,1.7,1.3666666666666665,13.4,16.099999999999998,1.2666666666666666,1.1,2.4000000000000004,0.082,-1.8333333333333333,-0.1333333333333333,-1.9333333333333331,0.1666666666666666,562,1138,70,218,224,296,200,553,426,145,66,199,374,1418
brownch02,SHOOTING GUARD,4.72,0.3518,0.5054000000000001,0.158,4.0200000000000005,7.419999999999999,5.72,5.7,2.56,3.64,10.36,16.2,-0.1,0.06,-0.02,-0.0432,-6.3,-0.2199999999999999,-6.48,-0.1,41,150,12,61,32,35,34,53,23,26,14,21,63,126
browngr01,POWER FORWARD,8.15,0.4609999999999999,0.2615,0.6234999999999999,5.35,18.75,12.0,8.75,1.05,6.800000000000001,18.200000000000003,19.35,-0.15,0.05,-0.05,-0.037,-6.75,0.3,-6.45,-0.1,16,39,2,10,9,21,5,23,7,4,9,10,18,43
brownja02,SMALL FORWARD,16.725,0.5685,0.3445,0.2605,3.5,15.375,9.55,14.55,1.55,1.025,11.55,27.225,1.7,2.825,4.55,0.0995,0.3249999999999999,-0.25,0.1,1.3,2074,4279,520,1496,800,1086,260,1210,776,263,99,609,662,5468
brownke03,SHOOTING GUARD,8.35,0.569,0.138,0.4095,5.5,7.35,6.4,9.5,2.35,0.0,14.95,12.05,0.05,0.05,0.1,0.0579999999999999,-5.6,0.7,-4.85,-0.05,12,22,0,3,6,10,5,6,8,4,0,4,18,30
brownko01,POWER FORWARD,7.6,0.49,0.533,0.022,5.9,11.6,8.9,8.1,1.5,1.4,9.0,11.1,0.1,0.3,0.5,0.055,-4.0,0.2,-3.8,-0.2,37,90,14,48,1,2,20,42,25,12,6,9,49,89
brownmo01,CENTER,13.857142857142858,0.4695714285714286,0.0,0.5509999999999999,13.44285714285714,26.057142857142857,19.74285714285714,2.0285714285714285,2.1142857142857143,3.271428571428572,25.25714285714286,18.214285714285715,0.3285714285714285,0.3571428571428571,0.7285714285714286,0.0701428571428571,-4.328571428571428,-0.8285714285714285,-5.128571428571428,-0.0571428571428571,433,751,0,0,242,453,386,645,28,59,115,127,311,1108
browntr01,SMALL FORWARD,9.9375,0.524125,0.487,0.1515,4.1125,16.7375,10.425,9.675,1.4375,0.5625,10.3875,14.3625,0.3625,0.725,1.0625,0.054875,-2.25,-0.2,-2.4375,0.0375,970,2319,375,1084,289,367,302,1235,597,269,51,286,552,2604
brunsja01,POINT GUARD,17.880000000000003,0.5818,0.3072,0.2552,1.88,10.6,6.279999999999999,26.62,1.14,0.32,10.98,23.880000000000003,4.540000000000001,1.38,5.94,0.1387999999999999,2.22,-0.6,1.6,2.1,2150,4423,532,1349,1014,1235,157,896,1597,225,37,562,606,5846
bryanth01,CENTER,17.45,0.621625,0.2314999999999999,0.306625,8.1375,22.45,15.3,7.825,0.7875,3.1375,9.6625,18.0,1.55,0.625,2.175,0.141875,0.0624999999999998,-0.5750000000000001,-0.4874999999999999,0.4875,1242,2067,148,403,476,625,470,1320,304,103,223,242,559,3108
bufkiko01,SHOOTING GUARD,9.1,0.424,0.435,0.087,3.2,15.6,9.2,19.3,1.7,2.3,9.5,22.4,-0.3,0.1,-0.1,-0.031,-4.3,-0.2,-4.5,-0.1,34,92,9,40,4,8,6,27,27,7,5,10,20,81
bullore01,SMALL FORWARD,10.428571428571429,0.5798571428571428,0.6827142857142857,0.0832857142857142,1.985714285714285,12.642857142857142,7.228571428571429,7.242857142857143,1.342857142857143,0.6285714285714287,7.671428571428572,12.514285714285714,1.2714285714285716,1.2142857142857142,2.514285714285714,0.0962857142857143,-1.1,0.4285714285714285,-0.6714285714285715,0.3714285714285714,1039,2386,657,1661,175,212,141,965,456,234,61,196,573,2910
burksal01,SHOOTING GUARD,13.266666666666666,0.5355833333333333,0.4198333333333333,0.3079166666666666,2.2166666666666663,15.058333333333332,8.591666666666667,12.383333333333333,1.5083333333333335,0.75,9.991666666666667,21.491666666666664,0.8166666666666668,0.875,1.6833333333333331,0.0814166666666666,-0.5000000000000001,-0.2750000000000001,-0.7833333333333333,0.3999999999999999,2174,5410,925,2412,1416,1711,288,1976,1218,412,152,650,1055,6689
butleja02,SHOOTING GUARD,13.1,0.544,0.4855,0.1425,1.65,10.65,6.15,28.45,2.35,1.6,18.0,21.5,0.15,0.4,0.5,0.0555,-1.9,0.0999999999999999,-1.85,0.0,159,352,52,166,42,52,14,89,189,46,16,83,105,412
butleji01,POWER FORWARD,24.8,0.6365000000000001,0.1495,0.602,6.65,12.6,9.55,25.1,2.3,0.9,8.75,24.8,7.9,2.8,10.7,0.2455,5.3,1.35,6.65,4.6,875,1681,96,248,866,1014,246,447,638,196,38,203,148,2712
cainja01,POWER FORWARD,14.0,0.5955,0.3475,0.312,6.8,14.2,10.4,6.6,2.1,1.15,7.75,15.9,0.3,0.3,0.65,0.129,-1.5,0.75,-0.7499999999999999,0.1,71,145,18,51,35,45,30,59,22,21,6,14,43,195
caldwke01,SHOOTING GUARD,11.977777777777778,0.5676666666666667,0.5024444444444445,0.2097777777777777,2.1333333333333333,9.033333333333331,5.5888888888888895,9.11111111111111,1.8666666666666667,0.8333333333333334,9.577777777777778,16.366666666666664,2.066666666666667,2.3,4.344444444444445,0.0922222222222222,-1.088888888888889,0.4222222222222222,-0.6555555555555554,0.7777777777777778,2816,6503,1208,3223,1146,1371,405,1723,1352,790,201,739,1244,7986
