slug,positions,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
ochefda01,CENTER,6.6,0.43,0.0,0.074,7.6,25.4,16.5,5.8,1.3,0.0,9.7,18.0,-0.1,0.1,0.0,0.005,-7.0,-1.5,-8.4,-0.1,12,27,0,0,0,2,5,17,3,2,0,3,17,24
onuakar01,CENTER,5.8,0.5,0.0,0.0,7.6,16.0,11.7,9.9,0.0,2.9,33.3,9.4,0.0,0.0,0.0,-0.005,-6.1,-0.3,-6.4,0.0,2,4,0,0,0,0,2,4,2,0,1,2,3,4
pattela01,SHOOTING GUARD,1.6,0.372,0.5065,0.2375,1.95,14.35,8.25,17.35,1.15,0.2,20.05,17.5,-0.25,0.25,0.05,-0.0755,-7.85,-0.4,-8.25,-0.2,31,95,13,55,18,25,5,52,45,10,2,27,51,93
piercpa01,SMALL FORWARD,6.949999999999999,0.512,0.612,0.176,0.75,16.85,8.95,6.75,1.0,1.3,14.7,16.3,-0.4,0.85,0.5,0.024,-3.85,-0.0999999999999999,-4.0,-0.3,172,467,90,285,64,79,13,221,81,37,22,74,169,498
pricero01,POINT GUARD,7.75,0.3945,0.6785,0.1515,2.3,6.75,4.45,17.4,3.45,0.75,14.15,11.35,0.15,0.55,0.7,0.029,-4.45,1.85,-2.6,0.05,120,326,71,213,34,45,28,82,165,85,14,73,175,345
roberan03,SMALL FORWARD,7.5,0.4225,0.44,0.1545,6.9,19.45,13.25,5.449999999999999,1.25,2.85,7.699999999999999,13.1,0.5,1.6,2.1,0.034,-3.85,0.6,-3.2,0.25,223,492,48,198,48,113,105,325,83,95,82,53,217,542
roberbr01,POINT GUARD,12.466666666666669,0.5376666666666667,0.2986666666666666,0.2806666666666667,1.4,8.4,4.9,18.633333333333336,1.1,0.3333333333333333,12.666666666666666,19.133333333333333,0.2333333333333333,0.2333333333333333,0.4333333333333333,0.0773333333333333,-1.5,-1.0333333333333334,-2.6,-0.0666666666666666,194,452,47,128,117,133,17,104,160,29,5,72,88,552
robinth01,POWER FORWARD,15.9,0.494,0.004,0.356,16.1,27.950000000000003,21.9,8.25,2.2,2.25,16.95,20.25,-0.1,0.8500000000000001,0.75,0.056,-1.9,-1.05,-2.95,-0.2,235,487,0,2,78,175,220,362,77,65,45,115,187,548
rodrise01,POINT GUARD,11.1,0.484,0.47,0.05,1.5,9.9,5.7,35.4,1.6,0.2,18.9,19.3,-0.3,1.0,0.7,0.023,-1.2,-1.6,-2.7,-0.3,210,536,92,252,18,27,21,136,344,49,4,128,95,530
rosste01,SMALL FORWARD,12.966666666666669,0.5483333333333333,0.5273333333333333,0.1013333333333333,1.1,10.6,5.866666666666667,6.733333333333333,2.033333333333333,1.3333333333333333,8.0,18.83333333333333,1.2333333333333334,1.1666666666666667,2.3666666666666667,0.0843333333333333,-0.2666666666666666,-0.0333333333333333,-0.3333333333333333,0.6333333333333333,922,2118,415,1121,177,216,57,540,232,228,91,182,406,2436
rudezda01,SMALL FORWARD,5.9,0.519,0.7665,0.0645,1.9,6.65,4.25,7.5,1.2,0.3,12.95,13.15,0.0,0.1,0.1,0.0085,-3.45,-1.2,-4.65,-0.2,56,150,37,114,8,8,10,35,31,15,2,22,64,157
rushbr01,SHOOTING GUARD,8.35,0.5325,0.607,0.102,2.05,12.45,7.399999999999999,6.4,1.0,1.75,11.7,11.05,0.45,0.75,1.2,0.0545,-1.3,-0.35,-1.65,0.0999999999999999,181,447,109,271,31,46,37,243,102,42,46,61,99,502
sandela01,CENTER,6.5,0.41,0.0,0.5,26.3,8.2,17.0,0.0,3.8,6.2,29.1,23.6,0.0,0.0,0.0,-0.029,-13.4,-1.7,-15.0,0.0,1,4,0,0,2,2,3,1,0,1,1,2,5,4
scolalu01,POWER FORWARD,13.75,0.5365,0.3,0.1925,8.95,19.45,14.3,9.75,1.45,1.0499999999999998,13.3,19.1,0.8999999999999999,1.15,2.05,0.09,-1.3,-0.7000000000000001,-2.0,0.15,340,749,82,211,86,121,135,364,103,60,31,102,241,848
serapke01,POWER FORWARD,14.4,0.559,0.01,0.111,8.3,20.0,14.3,6.7,0.6,3.1,12.3,19.0,0.4,0.6,1.0,0.082,-2.5,-0.9,-3.4,-0.2,109,198,0,2,14,22,41,101,23,7,20,29,66,232
splitti01,CENTER,14.35,0.5575,0.1035,0.3325,10.15,17.05,13.6,8.4,1.15,1.3,13.15,19.7,0.5,0.5,0.9,0.1079999999999999,-1.9,-1.1,-3.0,0.0,95,186,2,8,48,59,53,89,34,21,13,30,79,240
stokeja01,CENTER,22.3,0.4643333333333333,0.0,0.7999999999999999,14.4,20.366666666666667,17.46666666666667,17.46666666666667,3.5666666666666664,0.0,0.0,10.2,0.0333333333333333,0.0,0.0666666666666666,0.2883333333333333,2.766666666666667,2.733333333333333,5.533333333333334,0.0,7,11,0,0,3,6,3,7,4,3,0,0,5,17
stonedi01,CENTER,-1.2,0.339,0.0,0.308,4.8,22.7,14.0,0.0,0.0,3.4,11.9,31.3,-0.1,0.0,-0.1,-0.211,-14.9,-5.9,-20.8,-0.1,3,13,0,0,4,4,1,5,0,0,1,2,5,10
stuckro01,POINT GUARD,11.05,0.4935,0.2165,0.398,1.3,12.05,6.75,17.45,1.45,0.25,14.15,21.25,0.0,0.95,0.95,0.0355,-2.5,-0.3999999999999999,-2.9000000000000004,-0.1,274,687,39,143,211,265,25,215,226,59,8,129,121,798
sullija01,POWER FORWARD,11.35,0.421,0.2555,0.185,10.1,21.65,15.8,9.6,1.7999999999999998,1.2999999999999998,8.85,21.25,0.55,1.85,2.35,0.045,-2.55,-0.7500000000000001,-3.3000000000000003,0.55,366,853,32,121,107,169,204,496,190,79,48,106,226,871
tavarwa01,CENTER,16.7,0.5876666666666668,0.0,0.8903333333333333,9.9,24.766666666666666,17.46666666666667,4.1000000000000005,0.2333333333333333,8.9,16.433333333333334,16.466666666666665,0.0,0.0666666666666666,0.1,0.0806666666666666,-1.7,2.0666666666666664,0.3999999999999998,0.0,19,29,0,0,3,14,15,28,5,1,18,9,14,41
thompho01,SHOOTING GUARD,7.633333333333333,0.471,0.536,0.1623333333333333,2.5666666666666664,12.766666666666666,7.599999999999999,6.900000000000001,1.1666666666666667,0.5333333333333333,6.3,13.6,0.2666666666666666,0.3666666666666667,0.6333333333333333,0.031,-2.8666666666666667,-0.0666666666666666,-2.966666666666667,-0.3,424,1080,213,582,107,154,92,404,169,76,36,98,325,1168
thornma01,SHOOTING GUARD,13.5,0.5046666666666667,0.461,0.1526666666666666,3.8333333333333335,11.766666666666666,7.8,12.1,2.1,0.3666666666666667,8.9,22.6,0.3666666666666667,0.3666666666666667,0.7333333333333334,0.0646666666666666,-0.0666666666666666,-0.7333333333333334,-0.7999999999999999,0.1,516,1294,210,620,157,185,98,278,211,113,11,127,228,1399
tobeymi01,CENTER,-0.1,0.25,0.0,0.0,8.7,4.4,6.6,5.4,0.0,0.0,20.0,9.0,0.0,0.0,0.0,-0.07,-6.9,-2.7,-9.5,0.0,1,4,0,0,0,0,2,1,1,0,0,1,2,2
toupaax01,SMALL FORWARD,3.7,0.4187499999999999,0.532,0.21975,0.725,5.275,3.025,3.65,0.975,2.0,1.8,9.475,0.1,0.05,0.125,0.01325,-6.325,-1.4,-7.725,-0.05,39,99,16,50,18,24,8,31,19,11,11,6,58,112
tuckepj01,SMALL FORWARD,10.6,0.5126666666666667,0.4023333333333332,0.1956666666666666,5.766666666666666,17.266666666666666,11.433333333333332,7.399999999999999,2.3666666666666667,0.6666666666666666,11.966666666666669,11.633333333333336,0.9666666666666668,1.3666666666666665,2.4,0.078,-1.4666666666666668,1.0666666666666669,-0.4333333333333333,0.5,637,1546,208,598,250,328,399,1055,375,338,58,243,594,1732
udrihbe01,POINT GUARD,12.566666666666668,0.509,0.206,0.1166666666666666,1.3666666666666665,9.333333333333334,5.333333333333333,31.433333333333334,1.1666666666666667,0.2666666666666666,18.066666666666663,19.03333333333333,0.2333333333333333,0.3333333333333333,0.6,0.0556666666666666,-0.9333333333333336,-0.9,-1.866666666666667,0.0,264,593,41,120,68,74,22,179,363,41,2,142,131,637
uthofja01,POWER FORWARD,8.6,0.4743333333333333,0.421,0.1566666666666666,6.033333333333334,8.866666666666667,7.3,4.266666666666667,1.3999999999999997,1.0333333333333334,2.2666666666666666,17.73333333333333,0.0333333333333333,0.0333333333333333,0.1,0.0,-3.8666666666666663,-1.9666666666666668,-5.800000000000001,0.0,30,74,9,27,9,11,12,22,9,4,4,3,12,78
varejan01,CENTER,11.125,0.4375,0.019,0.55725,13.35,25.675,19.575000000000003,11.25,1.175,2.725,14.85,17.075,0.05,0.225,0.325,0.06925,-3.875,-0.4249999999999999,-4.325,-0.05,115,278,0,3,77,120,93,236,83,35,25,53,159,307
vasqugr01,POINT GUARD,5.75,0.4054999999999999,0.452,0.2815,0.65,7.85,4.25,23.0,1.15,0.95,15.4,14.9,-0.2,0.05,-0.15,-0.0195,-4.9,-1.0,-5.85,-0.25,47,146,19,76,24,29,5,44,96,11,1,41,48,137
vujacsa01,SHOOTING GUARD,9.85,0.4629999999999999,0.53,0.1584999999999999,3.2,13.5,8.4,16.1,1.75,0.4,11.4,17.05,0.0999999999999999,0.5,0.6000000000000001,0.037,-2.1,-0.1,-2.2,0.05,148,413,75,217,49,63,38,170,136,47,7,60,121,420
watsocj01,POINT GUARD,8.95,0.484,0.3864999999999999,0.2754999999999999,1.7,8.85,5.199999999999999,17.1,1.75,0.4,14.25,13.1,0.2,0.5,0.75,0.044,-3.4,0.05,-3.3,-0.3,143,385,46,153,91,105,26,129,202,62,7,72,133,423
wilcocj01,SHOOTING GUARD,7.9,0.41,0.416,0.1235,2.3,7.7,5.0,12.45,1.95,0.8,9.25,17.6,-0.05,0.1,0.0499999999999999,-0.0005,-4.4,-0.3999999999999999,-4.8,-0.1,34,97,12,38,11,14,5,19,22,12,3,8,23,91
willial03,CENTER,19.5,0.547,0.004,0.419,14.0,31.2,22.4,5.2,1.8,3.7,10.5,20.9,1.1,0.9,2.1,0.142,-0.8,-0.6,-1.3,0.1,138,267,0,1,70,112,94,198,23,27,32,37,125,346
willide01,POINT GUARD,13.666666666666666,0.543,0.375,0.207,0.7999999999999999,9.3,5.066666666666666,31.766666666666666,1.0666666666666669,0.6,17.233333333333334,21.266666666666666,1.2333333333333334,0.7666666666666666,2.033333333333333,0.0716666666666666,-0.0999999999999999,-1.4333333333333331,-1.5333333333333332,0.3333333333333333,847,1975,267,750,359,424,47,437,1098,123,30,426,431,2320
willire02,SMALL FORWARD,11.7,0.518,0.478,0.304,2.7,5.4,4.0,7.2,1.9,0.0,0.0,14.6,0.1,0.1,0.2,0.098,-0.4,-0.4,-0.8,0.0,8,23,5,11,6,7,2,4,4,3,0,0,2,27
wiltjky01,POWER FORWARD,6.7,0.437,0.929,0.143,9.9,14.9,12.4,6.1,3.3,1.8,25.2,19.1,-0.1,0.1,0.0,-0.039,-4.1,-1.3,-5.4,0.0,4,14,4,13,1,2,4,6,2,3,1,5,4,13
artesro01,SMALL FORWARD,7.4,0.4075,0.517,0.2784999999999999,3.35,11.9,7.449999999999999,8.5,2.45,1.25,7.7,19.05,-0.25,0.2,-0.05,-0.0265,-4.35,-0.5,-4.8,-0.2,74,245,35,122,50,73,24,85,38,32,13,22,85,233
zimmest01,CENTER,7.3,0.346,0.0,0.161,10.8,24.9,17.6,5.3,0.9,3.7,8.3,14.8,-0.1,0.1,0.0,-0.005,-6.6,-1.7,-8.3,-0.2,10,31,0,0,3,5,11,24,4,2,5,3,17,23
alexaty01,SHOOTING GUARD,4.2,0.349,0.75,0.167,4.9,19.0,12.1,15.4,0.0,1.9,18.9,15.0,-0.1,0.0,0.0,-0.048,-4.8,-1.7,-6.5,-0.1,3,12,2,9,1,2,2,8,6,0,1,3,2,9
beyty01,SMALL FORWARD,5.9,0.372,0.182,0.227,12.5,16.9,14.7,5.6,0.0,1.3,11.0,16.9,-0.1,0.0,0.0,-0.033,-5.5,-3.9,-9.5,-0.1,7,22,1,4,3,5,8,11,3,0,1,3,6,18
bledser01,SHOOTING GUARD,11.5,0.533,0.486,0.267,1.5,11.1,6.3,17.3,1.2,1.1,12.3,18.5,1.1,1.3,2.3,0.053,-1.2,-0.9,-2.0,0.0,307,730,121,355,134,195,29,215,268,55,24,114,112,869
bonejo01,POINT GUARD,4.8500000000000005,0.4095,0.5465,0.0,1.0,9.85,5.35,17.3,0.7,0.0,7.199999999999999,15.35,0.0,0.05,0.05,-0.036,-6.05,-2.0,-8.05,-0.1,28,74,12,42,0,0,4,24,26,3,0,5,17,68
bouchch01,CENTER,21.3,0.6105,0.4075,0.3665,11.3,21.95,16.6,5.85,1.25,7.449999999999999,7.050000000000001,20.1,3.05,1.95,4.949999999999999,0.2125,1.85,0.8,2.65,1.4,429,859,128,353,243,309,224,457,89,57,172,74,280,1229
bowenbr02,SMALL FORWARD,0.55,0.319,0.225,0.125,1.8,21.3,11.6,0.0,0.0,1.4,4.55,14.1,-0.05,0.0,-0.05,-0.0849999999999999,-8.6,-2.35,-10.95,-0.05,4,14,0,3,1,1,1,9,0,0,1,1,4,9
brimaam01,CENTER,16.6,0.697,0.0,0.375,7.5,22.3,15.0,4.8,0.0,14.0,30.0,19.6,0.0,0.1,0.0,0.073,-6.2,1.4,-4.8,0.0,5,8,0,0,3,3,2,6,1,0,5,4,4,13
bryanel01,SHOOTING GUARD,10.6,0.559,0.385,0.231,6.8,12.7,9.9,12.6,0.0,2.8,21.8,24.0,0.0,0.0,0.0,0.008,-3.9,-3.4,-7.3,0.0,6,13,1,5,3,3,2,4,3,0,1,4,4,16
cartemi01,SHOOTING GUARD,12.4,0.492,0.257,0.3305,5.35,13.45,9.25,21.700000000000003,2.2,2.15,16.549999999999997,19.25,-0.2,0.8999999999999999,0.7,0.0415,-3.05,0.7000000000000001,-2.35,-0.0499999999999999,216,530,37,136,128,175,85,201,238,74,39,121,168,597
clarkga01,SMALL FORWARD,6.366666666666667,0.3366666666666666,0.545,0.039,4.266666666666667,18.433333333333334,11.3,2.766666666666667,0.4666666666666666,1.6,6.933333333333333,6.8,0.0333333333333333,0.1999999999999999,0.2333333333333333,0.0436666666666666,-3.4333333333333336,-1.2,-4.633333333333334,-0.1999999999999999,111,336,83,276,19,23,92,204,65,28,29,42,93,324
cookty01,SMALL FORWARD,12.25,0.6805,0.01,0.675,9.45,14.7,12.05,2.8,3.0500000000000003,0.2,27.9,12.65,0.25,0.15,0.4,0.0825,-3.2,-0.6000000000000001,-3.85,-0.05,69,102,1,2,19,37,29,68,15,10,2,22,34,158
darlina01,SHOOTING GUARD,8.2,0.541,1.0,0.429,4.1,0.0,2.1,5.1,0.0,3.8,10.7,15.4,0.0,0.0,0.0,0.038,-1.5,-2.5,-4.0,0.0,2,7,2,7,3,3,1,0,1,0,1,1,1,9
exumda01,SHOOTING GUARD,7.400000000000001,0.5076666666666666,0.3563333333333333,0.1969999999999999,2.833333333333333,13.033333333333331,7.933333333333333,13.033333333333331,1.2666666666666666,1.6,21.933333333333334,14.966666666666669,0.0,0.1333333333333333,0.1,-0.006,-4.2,0.2333333333333333,-3.9666666666666655,-0.0666666666666666,122,264,32,97,65,88,26,125,93,30,18,69,85,341
frankro01,POWER FORWARD,16.5,0.638,0.536,0.464,6.0,8.5,7.2,7.4,1.4,2.7,5.6,15.3,0.3,0.1,0.3,0.158,0.7,-0.8,-0.2,0.0,13,28,5,15,12,13,6,8,5,3,3,2,8,43
gilgesh01,SHOOTING GUARD,19.65,0.5954999999999999,0.274,0.3785,1.95,14.6,8.35,23.2,1.35,1.7,12.0,25.75,2.9000000000000004,1.9,4.8,0.132,2.6,0.3,2.9,2.0,765,1580,158,421,473,586,66,512,439,106,70,240,187,2161
grantje01,SMALL FORWARD,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,1.6,1.6,3.2,0.083,1.9,-0.8,1.1,1.4,400,932,115,329,290,343,35,215,152,35,58,109,125,1205
greenja02,SHOOTING GUARD,13.1,0.5714999999999999,0.26,0.328,5.449999999999999,13.35,9.4,6.9,3.15,2.1500000000000004,14.1,14.65,0.25,0.5,0.7000000000000001,0.1135,-2.75,2.1,-0.6499999999999999,0.1,77,157,12,41,38,52,30,82,32,34,12,29,56,204
guyky01,POINT GUARD,8.5,0.449,0.523,0.227,2.3,14.4,8.3,17.9,1.2,0.0,10.2,19.7,-0.1,0.1,-0.1,-0.015,-3.7,-2.1,-5.8,-0.2,29,88,13,46,16,20,5,30,32,6,0,11,20,87
halldo01,POWER FORWARD,14.8,0.5915,0.0,1.2355,13.75,22.200000000000003,17.85,7.35,1.2,3.4,18.450000000000003,10.95,0.3,0.1,0.45,0.145,-2.4,-0.35,-2.7,0.05,26,39,0,0,27,40,30,47,13,6,11,10,27,79
halljo01,SMALL FORWARD,1.0,0.363,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,-1.1,0.2,-0.9,-0.126,-9.7,-2.2,-11.9,-0.8,30,99,4,37,22,44,6,53,28,4,1,25,37,86
harklma01,POWER FORWARD,9.25,0.5549999999999999,0.408,0.232,3.1500000000000004,12.45,7.8,6.4,2.05,2.2,13.2,11.45,0.3,1.0,1.4,0.0655,-3.15,1.2,-1.9,0.15,176,369,45,146,57,83,58,218,85,77,46,65,192,454
harrija01,SHOOTING GUARD,15.2,0.632,0.5,0.125,1.9,9.9,5.8,16.0,2.3,0.0,15.6,22.6,0.1,0.1,0.3,0.079,0.5,-0.3,0.3,0.1,36,72,17,36,7,9,3,15,17,8,0,14,15,96
hillso01,POWER FORWARD,8.333333333333332,0.506,0.625,0.2243333333333333,3.033333333333333,11.733333333333334,7.466666666666666,9.033333333333331,2.1,1.3333333333333333,14.3,12.866666666666667,0.1333333333333333,0.7666666666666666,0.9333333333333332,0.045,-2.766666666666667,0.5,-2.233333333333333,-0.0333333333333333,327,854,194,554,115,154,100,444,283,136,35,144,286,963
holliro01,POWER FORWARD,14.75,0.536,0.063,0.662,10.65,15.65,13.15,14.65,1.45,2.7,10.25,14.05,0.85,1.05,1.85,0.1465,-1.15,1.35,0.2,0.35,164,347,3,24,114,159,121,188,119,48,27,61,130,445
jamesju01,SMALL FORWARD,11.15,0.5125,0.3435,0.287,3.0,10.25,6.6,10.55,1.25,2.25,9.25,19.3,0.0,0.1,0.1,0.024,-1.7,-1.15,-2.85,-0.1,87,195,23,67,31,57,15,47,40,14,12,23,40,228
jamesle01,POINT GUARD,24.85,0.5894999999999999,0.3359999999999999,0.301,2.7,22.55,12.65,45.45,1.6,1.45,15.15,31.7,4.6,3.1,7.7,0.1915,6.25,2.05,8.25,4.949999999999999,1065,2126,252,710,442,636,95,776,1034,126,61,429,188,2824
johnsty01,SHOOTING GUARD,12.533333333333331,0.559,0.4896666666666666,0.202,3.0666666666666664,9.866666666666667,6.6000000000000005,13.733333333333334,1.1333333333333333,0.5333333333333333,9.433333333333334,16.633333333333336,0.6666666666666666,0.4333333333333333,1.1,0.102,-0.6333333333333333,-0.6666666666666666,-1.2666666666666666,0.1333333333333333,222,505,89,239,87,103,42,168,150,42,15,69,124,620
kurucro01,POWER FORWARD,8.3,0.5275000000000001,0.5875,0.1075,1.95,18.15,10.4,12.75,0.85,0.3,9.6,11.45,-0.05,0.4,0.4,0.0685,-2.2,0.8500000000000001,-1.4,-0.05,80,180,34,92,24,38,25,115,53,25,5,46,91,218
kuzmaky01,SMALL FORWARD,12.7,0.546,0.502,0.128,6.3,17.7,12.0,9.8,0.9,1.9,12.4,20.3,0.4,2.9,3.3,0.08,-0.4,-0.1,-0.4,0.8,335,757,137,380,67,97,108,309,127,35,41,113,121,874
lecquja01,POINT GUARD,4.7,0.242,0.111,0.333,18.2,27.0,22.6,20.6,0.0,0.0,0.0,36.6,-0.1,0.0,-0.1,-0.232,-6.6,-6.3,-13.0,0.0,1,9,0,1,3,3,2,3,2,0,0,0,0,5
littlna01,POWER FORWARD,10.6,0.5469999999999999,0.435,0.28,5.45,15.2,10.3,4.95,0.75,1.95,8.45,13.75,0.6,0.25,0.8500000000000001,0.0645,-2.0,-1.1,-3.1,-0.15,143,318,42,139,64,89,63,173,45,18,27,33,123,392
magnawi01,CENTER,-35.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.0,0.0,0.0,0.0,-0.787,-30.7,-8.6,-39.3,0.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
maneka01,POINT GUARD,1.3,0.362,0.154,0.385,1.1,15.9,8.3,6.0,0.0,2.1,16.5,8.9,-0.1,0.0,-0.1,-0.045,-9.1,-0.8,-9.9,-0.2,3,13,1,2,4,5,1,13,4,0,2,3,10,11
mannini01,POINT GUARD,9.3,0.487,0.526,0.246,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,-0.2,0.4,0.2,0.029,-3.4,-0.5,-3.9,-0.2,39,114,22,60,23,28,6,40,70,16,1,31,29,123
martije02,POINT GUARD,11.6,0.427,0.352,0.208,2.0,8.399999999999999,5.2,19.35,3.3,2.05,10.45,25.3,-0.1,0.1,0.05,-0.0155,-3.4000000000000004,0.2999999999999999,-3.15,0.0,33,86,8,30,12,19,3,14,22,12,4,10,8,86
mccawpa01,SMALL FORWARD,9.65,0.789,0.219,1.5555,2.75,7.25,5.0,13.35,2.45,0.2,7.3,6.2,0.15,0.6,0.75,0.142,-3.1500000000000004,2.7,-0.45,0.0,68,163,23,71,16,21,20,69,83,41,4,29,66,175
mcderse01,SMALL FORWARD,7.2,0.534,0.667,0.242,4.0,8.8,6.4,3.1,0.6,1.7,9.9,10.8,0.1,0.1,0.2,0.05,-3.1,-1.2,-4.3,-0.1,13,33,5,22,8,8,6,13,4,2,3,4,8,39
mellini01,POWER FORWARD,7.6,0.426,0.606,0.1694999999999999,5.6,18.200000000000003,11.9,10.2,1.3,0.5,7.699999999999999,12.5,0.0499999999999999,0.2,0.25,0.043,-3.6,0.15,-3.55,-0.1,92,282,46,170,38,50,58,186,88,28,6,24,116,268
mitchdo01,POINT GUARD,21.3,0.569,0.423,0.29,3.1,10.6,7.0,26.7,1.4,0.7,10.7,33.5,3.9,2.2,6.2,0.167,4.6,-0.2,4.3,2.8,478,1091,178,461,267,316,50,185,277,52,15,147,117,1401
mokokad01,SHOOTING GUARD,2.2,0.386,0.526,0.053,2.0,7.8,4.9,11.9,1.7,1.6,20.5,18.9,-0.2,0.1,-0.1,-0.112,-7.7,-1.6,-9.3,-0.1,7,19,1,10,0,1,1,4,5,2,1,5,5,15
nunnke01,POINT GUARD,13.55,0.565,0.4569999999999999,0.1,1.35,9.75,5.65,16.5,1.5,0.8500000000000001,10.55,22.5,0.8999999999999999,1.55,2.45,0.0665,-0.55,-0.8500000000000001,-1.4,0.25,720,1572,259,711,141,160,42,317,368,108,29,194,260,1840
okorois01,SHOOTING GUARD,7.9,0.514,0.383,0.281,3.4,7.3,5.3,8.6,1.4,1.0,12.0,14.3,-0.1,1.0,0.9,0.02,-4.2,-0.9,-5.1,-1.7,235,559,62,214,114,157,68,138,128,62,24,86,185,646
pasecan01,CENTER,-14.65,0.2755,0.513,0.25,13.9,8.45,11.1,12.2,0.5,1.2,48.9,28.6,0.0999999999999999,0.1,0.2,-0.5295,-22.4,-3.7,-26.1,-0.25,61,117,0,4,34,58,43,65,19,9,12,29,77,156
poirivi01,CENTER,7.15,0.399,0.0695,0.347,14.0,23.3,18.75,7.55,0.35,6.65,19.25,18.0,-0.05,0.15,0.0999999999999999,-0.0069999999999999,-8.55,-0.7,-9.3,-0.1,20,48,1,3,8,13,19,38,10,2,12,12,33,49
porteke02,SHOOTING GUARD,12.5,0.528,0.439,0.256,2.4,10.5,6.3,31.2,1.1,0.9,18.2,25.4,-0.3,0.3,0.0,0.0,-1.1,-2.4,-3.5,-0.3,156,367,50,161,69,94,20,79,164,19,8,91,61,431
pritcpa01,SHOOTING GUARD,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,184,418,102,248,40,45,33,125,120,37,9,53,104,510
reedpa01,POWER FORWARD,21.2,0.54,0.077,0.103,19.0,18.9,19.0,11.0,2.7,6.6,12.8,22.7,0.2,0.4,0.6,0.162,-1.8,0.8,-1.0,0.0,42,78,0,6,4,8,30,31,12,10,13,12,29,88
reynoca01,SMALL FORWARD,6.35,0.453,0.375,0.0,3.0,4.9,3.9,4.4,0.0,0.0,0.0,17.25,0.0,0.0,0.0,-0.03,-3.9,-4.2,-8.1,-0.05,12,36,6,24,0,0,4,6,4,0,0,0,4,30
richani01,POWER FORWARD,5.5,0.542,0.111,1.222,6.8,12.2,9.5,4.2,0.0,0.0,17.8,11.5,0.0,0.0,0.0,0.026,-5.9,-2.1,-8.0,-0.1,4,9,0,1,7,11,4,7,2,0,0,3,7,15
rillegr01,POINT GUARD,23.6,0.75,0.333,0.0,0.0,4.1,2.0,20.9,1.8,0.0,7.7,20.7,0.1,0.0,0.1,0.177,4.6,0.5,5.1,0.0,8,12,2,4,0,0,0,1,3,1,0,1,0,18
sampsja02,POWER FORWARD,11.75,0.5740000000000001,0.123,0.246,7.0,16.4,11.7,3.95,0.95,2.9000000000000004,10.65,16.1,0.3,0.5,0.75,0.0839999999999999,-4.0,-0.4499999999999999,-4.45,-0.15,124,228,5,28,37,56,47,118,25,18,26,30,116,290
schrode01,SHOOTING GUARD,13.8,0.543,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1.0,2.7,3.8,0.093,-1.3,0.2,-1.1,0.4,332,760,71,212,206,243,30,181,351,70,13,163,159,941
smailal01,POWER FORWARD,8.9,0.472,0.37,0.222,7.7,12.5,10.1,6.5,1.7,5.2,14.4,17.6,-0.1,0.1,0.0,0.015,-4.9,-0.4,-5.3,-0.1,11,27,4,10,2,6,6,10,4,3,5,5,11,28
spaldra01,CENTER,0.8,0.41,0.25,0.5,10.8,11.7,11.2,0.0,0.0,9.4,38.1,17.6,-0.1,0.0,-0.1,-0.184,-12.2,-2.1,-14.3,-0.1,2,4,0,1,0,2,2,2,0,0,2,3,3,4
toscaju01,SHOOTING GUARD,11.0,0.6025,0.4024999999999999,0.1134999999999999,3.15,18.65,10.85,15.95,2.0,1.9,20.6,11.85,0.6499999999999999,0.9,1.6,0.08,-2.75,1.35,-1.4,0.35,150,272,45,115,25,36,38,248,176,54,31,77,141,370
tuckera01,POINT GUARD,15.1,0.645,0.389,1.056,1.6,15.9,8.9,12.2,1.4,0.0,13.2,19.2,0.1,0.1,0.2,0.166,-3.0,-0.4,-3.4,0.0,9,18,2,7,14,19,1,10,6,2,0,4,8,34
vanvlfr01,SHOOTING GUARD,16.55,0.5435000000000001,0.5155000000000001,0.238,1.4,10.6,6.0,27.2,2.35,1.45,10.7,22.8,2.6,2.45,5.05,0.1265,1.75,0.7999999999999999,2.6,2.25,657,1643,320,850,337,389,50,373,685,187,54,216,251,1971
whittgr01,POWER FORWARD,-10.2,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,-0.1,0.0,-0.1,-0.259,-11.4,-5.7,-17.2,0.0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
